Textos_espanol,sdg
"Y prevÃ© servicios mÃ¡s completos para las mujeres embarazadas y las madres en Medicaid y todas las mujeres en Medicare. Las dos principales vÃas para ampliar la cobertura -la expansiÃ³n de los seguros basados en la empresa y de Medicaid- han perjudicado en el pasado a las mujeres, especialmente a las solteras, pobres y pertenecientes a minorÃas Ã©tnicas, y es probable que lo sigan haciendo en el futuro. Esto tiene importantes implicaciones de gÃ©nero, dado que las mujeres -especialmente las de color y las inmigrantes- estÃ¡n sobrerrepresentadas en ocupaciones con salarios bajos.",5
"Los países de destino previstos para la cocaína incautada incluían Australia, Italia y España, mientras que Colombia se menciona como país de origen. Hay indicios de que la superficie de cultivo de adormidera ha ido en aumento y parece haber alcanzado un máximo de cinco años en Colombia, donde se habían detectado 387 ha de cultivo en 2014. La heroína fabricada en Sudamérica se destina principalmente a Estados Unidos, pero también se trafica para su consumo dentro de la región. Varios países de América del Sur han notificado incautaciones de estimulantes de tipo anfetamínico (ETA) en 2014, incluidas anfetamina, metanfetamina y sustancias del tipo ""éxtasis"", así como dietilamida del ácido lisérgico (LSD).",3
"En otros paÃses de Oriente Medio y el Norte de Ãfrica, las especificidades culturales, que no reconocen los derechos humanos de la mujer, estÃ¡n tan arraigadas en sus sociedades que van en contra de la universalidad de los derechos de la mujer. Estas costumbres y tradiciones discriminatorias violan el principio de igualdad en ciertos casos, cuando se pone en peligro la salud de las mujeres para cumplir con las prerrogativas de los hombres, como el matrimonio precoz o la mutilaciÃ³n genital femenina. Aunque existen algunas discrepancias, tambiÃ©n garantizan la igualdad de derechos de hombres y mujeres para litigar, incluido el derecho de las mujeres a emprender acciones legales, presentar demandas y firmar contratos. Los derechos de la mujer se recogen a menudo de forma explícita en diversos textos legales.",5
"Actualmente, la red está trabajando para crear asociaciones con otras universidades, así como para agregar más miembros de diversos campos temáticos, ya que la mayoría de los miembros son profesores de alemán o de estudios sociales (Universitat Paderborn, 2016[m]). En primer lugar, los nuevos profesores pueden beneficiarse del apoyo que ofrecen los programas de tutoría. La tutoría integral es un método comprobado para apoyar a estos docentes, ""sin un apoyo de tutoría efectivo, muchos docentes principiantes luchan y no logran aprender los matices de la enseñanza efectiva"" (Spooner-Lane, 2017[nsj)- Además, la tutoría es esencial para los docentes. en escuelas desfavorecidas, ya que puede ayudarlos a aprender las habilidades necesarias más rápidamente (OCDE, 2012, p. 132(69]).",4
"Se dispone de algunos indicadores de calidad a nivel nacional, que deberían poder desglosarse a nivel hospitalario, pero no está claro que los responsables políticos, los gestores o los profesionales sanitarios utilicen sistemáticamente estos indicadores. La información sobre la calidad de la atención primaria también es escasa. Por ejemplo, Letonia sólo realiza unas pocas encuestas relacionadas con la salud, mientras que muchos países de la OCDE utilizan las encuestas como herramientas importantes para recopilar una amplia gama de información, incluida la relativa a la experiencia de los pacientes, la coordinación de la asistencia y la seguridad de los pacientes.",3
"Será importante contar con sólidos estándares de enseñanza para concentrar la acreditación en los factores que contribuyen a una educación inicial de alta calidad, lo que incluye no solo un sólido conocimiento específico de la materia, sino también una formación pedagógica con oportunidades para la práctica y la reflexión (OCDE, 2005). Como mínimo, un requisito de acreditación debe ser que las instituciones publiquen la proporción de graduados que obtienen puestos permanentes. Esto podría ayudar a los estudiantes a tomar decisiones más informadas sobre a qué universidad asistir y reducir la demanda y, eventualmente, la oferta de proveedores de baja calidad. El MEP también debe trabajar con los proveedores para elevar el nivel de ingreso a los programas a fin de identificar a los estudiantes con habilidades básicas más altas y que estén motivados para enseñar. A diferencia de muchos países de la OCDE, Costa Rica no cuenta con ningún programa para incentivar a los estudiantes talentosos a ingresar a la profesión docente.",4
"Además, el estudio mostró una disminución estadísticamente significativa del tiempo dedicado al trabajo remunerado del 2% en promedio en el caso de los hombres y del 12% en el caso de las mujeres. Espejo 2013, citado por CEPAL 2016. Deben reconocer explícitamente el papel que desempeñan las mujeres como cuidadoras, sin reforzar patrones de discriminación o estereotipos negativos (art. â€™70Esto es problemático ya que la falta de comprensión de los procesos de asignación intrafamiliar ""puede dar lugar a la no adopción de políticas beneficiosas, a que las políticas tengan consecuencias no deseadas y a que se pierda el asidero de las políticasâ€.",5
"Los Resultados de Prosperidad incluyen medidas de rendimiento académico, logro educativo, actitudes hacia la escuela y el aprendizaje, y salud y bienestar. Fundamentos para el Éxito, desarrollo acumulativo y selección institucional. Las Bases para el Éxito se describen a continuación, mientras que una descripción de los otros procesos y los efectos asociados con cada uno de los procesos a lo largo del camino de la Prosperidad Educativa están disponibles en el Anexo 5.A1. Por ejemplo, de los 2 a los 5 años, el desarrollo de los niños se ve afectado por el compromiso de los padres con el niño y las relaciones intrafamiliares, así como por la calidad del cuidado en el hogar y en los centros de primera infancia.",4
"Los hombres que han recibido educación superior en la República Checa, Inglaterra e Italia tienen más probabilidades de participar en HED, mientras que es menos probable que lo hagan en Australia, Chile, Hungría, Irlanda, Nueva Zelanda y EE. UU. Con respecto al gradiente SES, Australia, Canadá e Inglaterra muestran un gradiente social significativo (los más acomodados corren más riesgo). Por el contrario, Chile, Alemania, Hungría, Portugal y EE. UU. muestran un gradiente social inverso, pero no siempre significativo. De manera similar, para las mujeres, la dirección del gradiente de desigualdad no está bien definida en todos los países. Las disparidades relacionadas con la educación en HED emergen en pocos países (Figura 11), siendo los más educados los que corren más riesgo, aunque cinco países muestran la relación inversa (Australia, Canadá, Irlanda, Japón y Nueva Zelanda). En consecuencia, el patrón es mixto para las desigualdades relacionadas con el NSE en las mujeres (Figura 12).",3
"Se debe alentar a las escuelas a usar sistemas de alerta temprana para identificar a los estudiantes en riesgo y apoyarlos lo antes posible. La puntualidad es importante porque las intervenciones posteriores son menos rentables. Esto sugiere reforzar los programas educativos dirigidos a la atención temprana como el Programa de Maestros Comunitarios, el Programa Maestro + Maestro y las escuelas Aprender.",4
"Existen grandes desigualdades en la prevalencia de estas enfermedades crónicas según el nivel educativo. Sin embargo, se observan diferencias en la autovaloración de la salud por estatus socioeconómico: El 82% de las personas del quintil de ingresos más altos declaran tener buena salud, frente al 68% de las del quintil más bajo (Figura 4). Sin embargo, esta diferencia es menor que en la mayoría de los demás países de la UE. Según las estimaciones, más del 30% de la carga global de morbilidad en Dinamarca en 2015 podría atribuirse a factores de riesgo comportamentales, como el tabaquismo, el consumo de alcohol, la dieta y la inactividad física, siendo el tabaquismo y los riesgos metabólicos (por ejemplo, la obesidad y el colesterol alto) los que más contribuyen (IHME.",3
